fid18,fid16,fid14,fid12
530294,530294,530294,530294
530295,530295,530295,530295
530296,530296,530296,530296
530297,530297,530297,530297
530298,530298,530298,530298
530299,530299,530299,530299
530300,530300,530300,530300
530301,530301,530301,530301
530304,530304,530304,530304
530305,530305,530305,530305
530306,530306,530306,530306
530307,530307,530307,530307
530309,530309,530309,530309
530310,530310,530310,530310
530311,530311,530311,530311
530312,530312,530312,530312
530313,530313,530313,530313
530314,530314,530314,530314
530315,530315,530315,530315
530316,530316,530316,530316
530317,530317,530317,530317
530318,530318,530318,530318
530319,530319,530319,530319
530320,530320,530320,530320
530321,530321,530321,530321
530322,530322,530322,530322
530323,530323,530323,530323
530324,530324,530324,530324
530325,530325,530325,530325
530326,530326,530326,530326
530327,530327,530327,530327
530328,530328,530328,530328
530329,530329,530329,530329
530330,530330,530330,530330
530334,530334,530334,530334
530335,530335,530335,530335
530336,530336,530336,530336
530337,530337,530337,530337
530338,530338,530338,530338
530339,530339,530339,530339
530340,530340,530340,530340
530341,530341,530341,530341
530343,530343,530343,530343
530344,530344,530344,530344
530345,530345,530345,530345
530346,530346,530346,530346
530347,530347,530347,530347
530348,530348,530348,530348
530349,530349,530349,530349
530350,530350,530350,530350
530351,530351,530351,530351
530353,530353,530353,530353
530354,530354,530354,530354
530355,530355,530355,530355
530356,530356,530356,530356
530359,530359,530359,530359
530361,530361,530361,530361
530362,530362,530362,530362
530363,530363,530363,530363
530366,530366,530366,530366
530367,530367,530367,530367
530368,530368,530368,530368
530369,530369,530369,530369
530370,530370,530370,530370
530371,530371,530371,530371
530373,530373,530373,530373
530374,530374,530374,530374
530375,530375,530375,530375
530376,530376,530376,530376
530377,530377,530377,530377
530378,530378,530378,530378
530380,530380,530380,530380
530381,530381,530381,530381
530382,530382,530382,530382
530383,530383,530383,530383
530384,530384,530384,530384
530386,530386,530386,530386
530387,530387,530387,530387
530388,530388,530388,530388
530389,530389,530389,530389
530391,530391,530391,530391
530392,530392,530392,530392
530393,530393,530393,530393
530394,530394,530394,530394
530396,530396,530396,530396
530397,530397,530397,530397
530399,530399,530399,530399
530401,530401,530401,530401
530402,530402,530402,530402
530403,530403,530403,530403
530404,530404,530404,530404
530405,530405,530405,530405
530406,530406,530406,530406
530408,530408,530408,530408
530409,530409,530409,530409
530410,530410,530410,530410
530412,530412,530412,530412
530414,530414,530414,530414
530415,530415,530415,530415
530416,530416,530416,530416
530417,530417,530417,530417
530418,530418,530418,530418
530419,530419,530419,530419
530420,530420,530420,530420
530421,530421,530421,530421
530422,530422,530422,530422
530423,530423,530423,530423
530424,530424,530424,530424
530428,530428,530428,530428
530429,530429,530429,530429
530430,530430,530430,530430
530431,530431,530431,530431
530433,530433,530433,530433
530434,530434,530434,530434
530435,530435,530435,530435
530436,530436,530436,530436
530439,530439,530439,530439
530440,530440,530440,530440
530443,530443,530443,530443
530445,530445,530445,530445
530447,530447,530447,530447
530448,530448,530448,530448
530451,530451,530451,530451
530452,530452,530452,530452
530454,530454,530454,530454
530456,530456,530456,530456
530526,410919,410919,410919
530539,410933,410933,410933
530747,411170,411170,411170
530922,411434,411434,411434
530961,411490,411490,411490
530962,411491,411491,411491
531165,531165,531165,531165
531226,411809,411809,411809
531344,531344,531344,531344
531428,420306,420306,420306
531508,420407,420407,420407
531695,531695,531695,531695
531748,430276,430276,430276
531781,430336,430336,430336
531782,430338,430338,430338
531812,430382,430382,430382
531827,430400,430400,430400
532024,430722,430722,430722
532028,430726,430726,430726
532090,440104,440104,440104
532099,440116,440116,440116
532210,440312,440312,440312
532275,440386,440386,440386
532356,440474,440474,440474
532539,440728,440728,440728
532588,440785,440785,440785
532591,440788,440788,440788
533212,533212,533212,533212
533397,441952,441952,441952
533537,450137,450137,450137
533567,450173,450173,450173
533614,450224,450224,450224
533825,500175,500175,500175
533837,500187,500187,500187
533884,500279,500279,500279
533924,500363,500363,500363
534085,510183,510183,510183
534160,510278,510278,510278
534171,510289,510289,510289
534176,510295,510295,510295
534218,510349,510349,510349
534594,510912,510912,510912
534640,510964,510964,510964
534658,510983,510983,510983
534803,534803,534803,534803
534851,520183,520183,520183
534918,520275,520275,520275
535086,520489,520489,520489
535362,530225,530225,530225
535373,530237,530237,530237
535419,535419,535419,535419
535488,530362,530362,530362
535697,610082,610082,610082
535704,535704,535704,535704
535759,610163,610163,610163
535880,610321,610321,610321
535887,535887,535887,535887
535911,610369,610369,610369
536004,620100,620100,620100
536187,620300,620300,620300
536241,620362,620362,620362
536386,620550,620550,620550
536456,620636,620636,620636
536573,620781,620781,620781
536580,620790,620790,620790
536739,620982,620982,620982
537120,621465,621465,621465
537193,621543,621543,621543
537211,621563,621563,621563
537241,621594,621594,621594
537276,621631,621631,621631
537335,621706,621706,621706
538178,120051,120051,120051
538839,130620,130620,130620
538846,130629,130629,130629
539321,140103,140103,140103
539344,140127,140127,140127
539360,140146,140146,140146
539726,140652,140652,140652
539781,140734,140734,140734
539826,140794,140794,140794
539836,140838,140838,140838
540016,149709,149709,410438
540989,540989,540989,540989
541080,210213,210213,210213
541237,210445,210445,210445
541365,210633,210633,210633
541554,210879,210879,210879
541856,211292,211292,211292
541933,211389,211389,211389
542093,211567,211567,211567
542325,211895,211895,211895
542535,220034,220034,220034
542753,220305,220305,220305
542782,220336,220336,220336
542986,230036,230036,230036
543039,230099,230099,230099
543117,230193,230193,230193
543141,230222,230222,230222
543211,230309,230309,230309
543350,543350,543350,543350
543423,230556,230556,230556
543762,248875,248875,410916
544225,544225,544225,544225
544905,311115,311115,311115
544909,544909,544909,544909
545280,311879,311879,311879
545340,311956,311956,311956
545776,320018,320018,320018
546193,330203,330203,330203
546209,330224,330224,330224
546249,546249,546249,546249
546268,330313,330313,330313
546295,330356,330356,330356
546318,340003,340003,340003
546519,340269,340269,340269
546587,340357,340357,340357
546701,350109,350109,350109
546794,360017,360017,360017
546944,360210,360210,360210
547133,370088,370088,370088
547273,370238,370238,370238
547441,370425,370425,370425
547698,370769,370769,370769
547954,410264,410264,410264
547957,410268,410268,410268
547974,410292,410292,410292
547994,410317,410317,410317
548105,410449,410449,410449
548500,410914,410914,410914
548520,410935,410935,410935
548526,410941,410941,410941
548586,411007,411007,411007
548612,411035,411035,411035
548913,411452,411452,411452
548982,411545,411545,411545
549303,420047,420047,420047
549331,420082,420082,420082
549385,420282,420282,420282
549705,430250,430250,430250
549759,430340,430340,430340
549796,430393,430393,430393
549803,430401,430401,430401
549815,430416,430416,430416
549967,430651,430651,430651
550105,440186,440186,440186
550203,440331,440331,440331
550222,440354,440354,440354
550281,440420,440420,440420
550407,440576,440576,440576
550539,440761,440761,440761
550566,550566,550566,550566
550673,440946,440946,440946
550891,441291,441291,441291
550895,441296,441296,441296
551176,441690,441690,441690
551203,441719,441719,441719
551256,441810,441810,441810
551286,441848,441848,441848
551298,441865,441865,441865
551395,441978,441978,441978
551664,450318,450318,450318
551807,500182,500182,500182
551867,551867,551867,551867
552698,520012,520012,520012
552836,520193,520193,520193
552969,520383,520383,520383
553088,520519,520519,520519
553162,530015,530015,530015
553300,530182,530182,530182
553350,530239,530239,530239
553388,530285,530285,530285
553413,530310,530310,530310
553427,553427,553427,553427
553945,620060,620060,620060
553950,620066,620066,620066
554047,620173,620173,620173
554097,620227,620227,620227
554111,620242,620242,620242
554155,620295,620295,620295
554171,620315,620315,620315
554186,620330,620330,620330
554377,620571,620571,620571
554533,620769,620769,620769
554587,620834,620834,620834
554591,620839,620839,620839
554682,620950,620950,620950
554715,620986,620986,620986
554832,621112,621112,621112
555093,555093,555093,555093
555780,106561,106561,312458
556126,556126,556126,556126
556201,120114,120114,120114
556208,120129,120129,120129
556414,130083,130083,130083
556527,130224,130224,130224
556568,130292,130292,130292
556602,130336,130336,130336
556660,130432,130432,130432
556668,130443,130443,130443
556770,130566,130566,130566
556898,130724,130724,130724
556969,130822,130822,130822
557040,130901,130901,130901
557377,140201,140201,140201
557382,140208,140208,140208
557402,140229,140229,140229
557597,140522,140522,140522
557601,140526,140526,140526
557603,140531,140531,140531
557607,140536,140536,140536
558263,169081,169081,410503
558334,174795,340154,340154
558395,177824,420330,420330
559004,210155,210155,210155
559782,211230,211230,211230
559854,211326,211326,211326
559859,211335,211335,211335
559901,211384,211384,211384
559916,211399,211399,211399
559924,211407,211407,211407
559960,211448,211448,211448
560196,211763,211763,211763
560298,211895,211895,211895
560327,211927,211927,211927
560338,211938,211938,211938
560505,220031,220031,220031
560558,220089,220089,220089
560601,220156,220156,220156
560701,220279,220279,220279
560918,229636,229636,411489
561100,230205,230205,230205
561125,230233,230233,230233
562338,310041,310041,310041
562608,310678,310678,310678
562871,311108,311108,311108
563170,311750,311750,311750
563278,311919,311919,311919
563592,312384,312384,312384
563839,320143,320143,320143
564262,330356,330356,330356
564435,340200,340200,340200
564464,340243,340243,340243
564536,340332,340332,340332
564605,350031,350031,350031
564770,564770,564770,564770
564865,360161,360161,360161
564958,360270,360270,360270
564983,360295,360295,360295
564990,360302,360302,360302
565021,360342,360342,360342
565332,370337,370337,370337
565530,370560,370560,370560
566017,410387,410387,410387
566072,410448,410448,410448
566250,410656,410656,410656
566351,410793,410793,410793
566495,410942,410942,410942
566587,411042,411042,411042
566711,411191,411191,411191
566722,411207,411207,411207
